challenges	species	sample	library_prep	platform	run_acc	replicate	biosample	sizes	file_contents	file_type	file_acc	paired_acc	file_url	paired_url	file_s3_uri	paired_s3_uri
2	human	endodermal	cDNA	PacBio	ENCSR127HKN	3	ENCBS971DDS		reads	fastq	ENCFF235QXW		https://www.encodeproject.org/files/ENCFF235QXW/@@download/ENCFF235QXW.fastq.gz		s3://encode-public/2021/08/29/0d19c057-785e-4ae8-a7b2-3287e9ac2dc1/ENCFF235QXW.fastq.gz	
2	human	endodermal	cDNA	PacBio	ENCSR127HKN	3	ENCBS971DDS		subreads	bam	ENCFF337GYI		https://www.encodeproject.org/files/ENCFF337GYI/@@download/ENCFF337GYI.bam		s3://encode-public/2021/08/29/c0a2fb3e-b5d4-4a2f-9c66-b5b6a19306bf/ENCFF337GYI.bam	
2	human	endodermal	cDNA	ONT	ENCSR485VRY	1	ENCBS464AKI	600-5000	reads	fastq	ENCFF180OMN		https://www.encodeproject.org/files/ENCFF180OMN/@@download/ENCFF180OMN.fastq.gz		s3://encode-public/2021/08/28/812484b8-6b73-43ae-bd26-d756e78739b4/ENCFF180OMN.fastq.gz	
2	human	endodermal	cDNA	ONT	ENCSR485VRY	1	ENCBS464AKI	600-5000	nanopore_signal	tar	ENCFF387THY		https://www.encodeproject.org/files/ENCFF387THY/@@download/ENCFF387THY.tar.gz		s3://encode-public/2021/08/26/8e2b32ca-0ab1-4855-a134-499d9b244883/ENCFF387THY.tar.gz	
2	human	endodermal	cDNA	ONT	ENCSR485VRY	2	ENCBS012DYC	600-5000	reads	fastq	ENCFF754BZS		https://www.encodeproject.org/files/ENCFF754BZS/@@download/ENCFF754BZS.fastq.gz		s3://encode-public/2021/08/28/1a8f671f-30b8-4e74-af04-962414e116c4/ENCFF754BZS.fastq.gz	
2	human	endodermal	cDNA	ONT	ENCSR485VRY	2	ENCBS012DYC	600-5000	nanopore_signal	tar	ENCFF470VRP		https://www.encodeproject.org/files/ENCFF470VRP/@@download/ENCFF470VRP.tar.gz		s3://encode-public/2021/08/27/f0197d94-01ad-4fde-a15d-32c6f7d6da9c/ENCFF470VRP.tar.gz	
2	human	endodermal	cDNA	ONT	ENCSR485VRY	3	ENCBS971DDS	600-5000	reads	fastq	ENCFF277PKW		https://www.encodeproject.org/files/ENCFF277PKW/@@download/ENCFF277PKW.fastq.gz		s3://encode-public/2021/08/28/0af3e0b8-486f-45d6-8aba-b88e62a883c7/ENCFF277PKW.fastq.gz	
2	human	endodermal	cDNA	ONT	ENCSR485VRY	3	ENCBS971DDS	600-5000	nanopore_signal	tar	ENCFF385VVI		https://www.encodeproject.org/files/ENCFF385VVI/@@download/ENCFF385VVI.tar.gz		s3://encode-public/2021/08/27/1d84d25c-3ad2-41e1-a170-afbf0bbd56cb/ENCFF385VVI.tar.gz	
3	manatee	blood	cDNA	Illumina	ENCSR513JKI	1	ENCBS538IUC	300-350	reads	fastq	ENCFF646MEJ	ENCFF402UPZ	https://www.encodeproject.org/files/ENCFF646MEJ/@@download/ENCFF646MEJ.fastq.gz	https://www.encodeproject.org/files/ENCFF402UPZ/@@download/ENCFF402UPZ.fastq.gz	s3://encode-public/2021/04/29/046a80b4-55dd-4b47-bd3e-e2ec4f082721/ENCFF646MEJ.fastq.gz	s3://encode-public/2021/04/29/74046633-ac72-4715-a87a-f2714ccd4808/ENCFF402UPZ.fastq.gz
3	manatee	blood	cDNA	Illumina	ENCSR513JKI	2	ENCBS797CKD	300-350	reads	fastq	ENCFF380MWG	ENCFF293HYT	https://www.encodeproject.org/files/ENCFF380MWG/@@download/ENCFF380MWG.fastq.gz	https://www.encodeproject.org/files/ENCFF293HYT/@@download/ENCFF293HYT.fastq.gz	s3://encode-public/2021/04/29/68d73494-610f-4f96-a9cd-29cb4a2d2ce0/ENCFF380MWG.fastq.gz	s3://encode-public/2021/04/29/dc8aff09-7bae-465f-bec8-f5ed40dbe680/ENCFF293HYT.fastq.gz
3	manatee	blood	cDNA	Illumina	ENCSR513JKI	3	ENCBS193IGY	300-350	reads	fastq	ENCFF195QJY	ENCFF704YKH	https://www.encodeproject.org/files/ENCFF195QJY/@@download/ENCFF195QJY.fastq.gz	https://www.encodeproject.org/files/ENCFF704YKH/@@download/ENCFF704YKH.fastq.gz	s3://encode-public/2021/04/29/464e63ad-15ae-4405-9e94-0850b8872373/ENCFF195QJY.fastq.gz	s3://encode-public/2021/04/29/642217a8-555c-47c6-9e1b-505844061a79/ENCFF704YKH.fastq.gz
3	manatee	blood	cDNA	Illumina	ENCSR513JKI	4	ENCBS621PNS	300-350	reads	fastq	ENCFF447NFQ	ENCFF031QKC	https://www.encodeproject.org/files/ENCFF447NFQ/@@download/ENCFF447NFQ.fastq.gz	https://www.encodeproject.org/files/ENCFF031QKC/@@download/ENCFF031QKC.fastq.gz	s3://encode-public/2021/04/29/9fa7a633-5def-4881-8a3d-c67bd46de7d5/ENCFF447NFQ.fastq.gz	s3://encode-public/2021/04/29/0e962f8b-1671-4abb-841b-535ff6c3980f/ENCFF031QKC.fastq.gz
3	manatee	blood	cDNA	Illumina	ENCSR513JKI	5	ENCBS416GXR	300-350	reads	fastq	ENCFF968KOV	ENCFF803GHI	https://www.encodeproject.org/files/ENCFF968KOV/@@download/ENCFF968KOV.fastq.gz	https://www.encodeproject.org/files/ENCFF803GHI/@@download/ENCFF803GHI.fastq.gz	s3://encode-public/2021/04/29/bf11827d-448a-4cd4-bd39-8c0d2f637316/ENCFF968KOV.fastq.gz	s3://encode-public/2021/04/29/db466e08-cefb-47a5-87f3-03f64b8faf66/ENCFF803GHI.fastq.gz
3	manatee	blood	cDNA	Illumina	ENCSR513JKI	6	ENCBS689ZOI	300-350	reads	fastq	ENCFF112OQR	ENCFF530SHH	https://www.encodeproject.org/files/ENCFF112OQR/@@download/ENCFF112OQR.fastq.gz	https://www.encodeproject.org/files/ENCFF530SHH/@@download/ENCFF530SHH.fastq.gz	s3://encode-public/2021/04/29/1634a16d-e993-4910-8566-01ea8b1db80d/ENCFF112OQR.fastq.gz	s3://encode-public/2021/04/29/a06902c0-5a21-4c13-90a9-081b00b69ddd/ENCFF530SHH.fastq.gz
3	manatee	blood	cDNA	Illumina	ENCSR513JKI	7	ENCBS235LIE	300-350	reads	fastq	ENCFF411RUT	ENCFF029FVJ	https://www.encodeproject.org/files/ENCFF411RUT/@@download/ENCFF411RUT.fastq.gz	https://www.encodeproject.org/files/ENCFF029FVJ/@@download/ENCFF029FVJ.fastq.gz	s3://encode-public/2021/04/29/1f06062c-ade9-4d89-acb1-43d08954ca9e/ENCFF411RUT.fastq.gz	s3://encode-public/2021/04/29/0add0ba0-4e72-46c0-b969-d75b13eba518/ENCFF029FVJ.fastq.gz
3	manatee	blood	cDNA	Illumina	ENCSR513JKI	8	ENCBS014III	300-350	reads	fastq	ENCFF970WAY	ENCFF940ZOB	https://www.encodeproject.org/files/ENCFF970WAY/@@download/ENCFF970WAY.fastq.gz	https://www.encodeproject.org/files/ENCFF940ZOB/@@download/ENCFF940ZOB.fastq.gz	s3://encode-public/2021/04/29/c62a714c-9c2a-4ee3-9091-35ee6991632c/ENCFF970WAY.fastq.gz	s3://encode-public/2021/04/29/d70ee7da-281c-4aa7-8403-b2d876ce74df/ENCFF940ZOB.fastq.gz
3	manatee	blood	cDNA	Illumina	ENCSR513JKI	9	ENCBS169YJA	300-350	reads	fastq	ENCFF382JPM	ENCFF028TCU	https://www.encodeproject.org/files/ENCFF382JPM/@@download/ENCFF382JPM.fastq.gz	https://www.encodeproject.org/files/ENCFF028TCU/@@download/ENCFF028TCU.fastq.gz	s3://encode-public/2021/04/29/51fc28e7-5d4e-4663-b8d9-8a434859ca9a/ENCFF382JPM.fastq.gz	s3://encode-public/2021/04/29/c8652af7-3dff-405c-a879-c87297b77037/ENCFF028TCU.fastq.gz
3	manatee	blood	cDNA	PacBio	ENCSR272BQI	1	ENCBS028XVY		reads	fastq	ENCFF835YMN		https://www.encodeproject.org/files/ENCFF835YMN/@@download/ENCFF835YMN.fastq.gz		s3://encode-public/2021/04/30/3ca60c6d-ec13-42f6-a283-8ea6d82af206/ENCFF835YMN.fastq.gz	
3	manatee	blood	cDNA	PacBio	ENCSR272BQI	1	ENCBS028XVY		subreads	bam	ENCFF058GPT		https://www.encodeproject.org/files/ENCFF058GPT/@@download/ENCFF058GPT.bam		s3://encode-public/2021/04/30/6fb61a1e-0ff7-4bc7-8432-b801528cd061/ENCFF058GPT.bam	
3	manatee	blood	cDNA	PacBio	ENCSR272BQI	1	ENCBS028XVY		subreads	bam	ENCFF123MVQ		https://www.encodeproject.org/files/ENCFF123MVQ/@@download/ENCFF123MVQ.bam		s3://encode-public/2021/04/30/4438c259-a9f0-4616-8e1c-859a02b98248/ENCFF123MVQ.bam	
3	manatee	blood	cDNA	PacBio	ENCSR272BQI	1	ENCBS028XVY		subreads	bam	ENCFF529XIE		https://www.encodeproject.org/files/ENCFF529XIE/@@download/ENCFF529XIE.bam		s3://encode-public/2021/04/30/74e71399-2860-4910-95aa-ee5dce3649d5/ENCFF529XIE.bam	
3	manatee	blood	cDNA	PacBio	ENCSR583MLP	1	ENCBS028XVY		reads	fastq	ENCFF589LDN		https://www.encodeproject.org/files/ENCFF589LDN/@@download/ENCFF589LDN.fastq.gz		s3://encode-public/2021/04/29/ab77bb35-68a3-4c2a-99d6-990178ecde36/ENCFF589LDN.fastq.gz	
3	manatee	blood	cDNA	PacBio	ENCSR583MLP	1	ENCBS028XVY		subreads	bam	ENCFF973PES		https://www.encodeproject.org/files/ENCFF973PES/@@download/ENCFF973PES.bam		s3://encode-public/2021/04/29/4d789137-ea70-4690-8f85-7d7df2bbbf3c/ENCFF973PES.bam	
3	manatee	blood	cDNA	ONT	ENCSR703ZIY	1	ENCBS028XVY		reads	fastq	ENCFF629AWL		https://www.encodeproject.org/files/ENCFF629AWL/@@download/ENCFF629AWL.fastq.gz		s3://encode-public/2021/04/30/ba717efa-ff37-4e78-876e-ffaafc6202f5/ENCFF629AWL.fastq.gz	
3	manatee	blood	cDNA	ONT	ENCSR703ZIY	1	ENCBS028XVY		nanopore_signal	tar	ENCFF527WMT		https://www.encodeproject.org/files/ENCFF527WMT/@@download/ENCFF527WMT.tar.gz		s3://encode-public/2021/04/30/84e04752-0a5d-4ff7-8d62-9c8c3322b7fa/ENCFF527WMT.tar.gz	
3	manatee	blood	cDNA	ONT	ENCSR941VON	1	ENCBS028XVY		reads	fastq	ENCFF090GGQ		https://www.encodeproject.org/files/ENCFF090GGQ/@@download/ENCFF090GGQ.fastq.gz		s3://encode-public/2021/04/30/038e18c1-1747-4738-860a-eb591dcaabf0/ENCFF090GGQ.fastq.gz	
3	manatee	blood	cDNA	ONT	ENCSR941VON	1	ENCBS028XVY		reads	fastq	ENCFF620ASK		https://www.encodeproject.org/files/ENCFF620ASK/@@download/ENCFF620ASK.fastq.gz		s3://encode-public/2021/04/30/36e175e3-dd91-4a39-958c-a5e912a118c3/ENCFF620ASK.fastq.gz	
3	manatee	blood	cDNA	ONT	ENCSR941VON	1	ENCBS028XVY		nanopore_signal	tar	ENCFF268XPT		https://www.encodeproject.org/files/ENCFF268XPT/@@download/ENCFF268XPT.tar.gz		s3://encode-public/2021/04/30/53c3dca3-c35e-45c1-9da1-b1d79e4651eb/ENCFF268XPT.tar.gz	
3	manatee	blood	cDNA	ONT	ENCSR941VON	1	ENCBS028XVY		nanopore_signal	tar	ENCFF691IHT		https://www.encodeproject.org/files/ENCFF691IHT/@@download/ENCFF691IHT.tar.gz		s3://encode-public/2021/04/29/fdc6467c-e6c7-4627-9720-dc4fe64a3dc6/ENCFF691IHT.tar.gz	
